,Nb defined years,Series Code,Short definition
3025,10,LO.PASEC.MAT.2.P1,The 1st percentile score is the score below which 1 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3026,10,LO.PASEC.MAT.2.P05,The 5th percentile score is the score below which 5 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3027,10,LO.PASEC.MAT.6.P25,The 25th percentile score is the score below which 25 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3028,10,LO.PASEC.REA.6.P90,The 90th percentile score is the score below which 90 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3029,10,LO.PASEC.MAT.6.P95,The 95th percentile score is the score below which 95 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3030,10,LO.PASEC.MAT.6.PP,Average score of Grade 6 students who attended any form of pre-primary education. PASEC performance scales have an international average of 500 points and a standard deviation of 100 points with all countries being given equal weighting. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3031,10,LO.PASEC.MAT.6.P75,The 75th percentile score is the score below which 75 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3032,10,LO.PASEC.MAT.6.P99,The 99th percentile score is the score below which 99 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3033,10,LO.PASEC.MAT.6.P90,The 90th percentile score is the score below which 90 percent of students scored. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/
3034,9,LO.LLECE.SCI6.0.FE,Percentage of 6th grade female students below the lowest proficiency level (scoring below 351.31) on the LLECE science scale. Students below Level 1 have not been able to acquire the abilities required in Level I. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
3035,9,LO.LLECE.SCI6.2.FE,"Percentage of 6th grade female students scoring at least 472.06 but lower than 590.29 points on the LLECE science scale. At Level 2, students can 1) apply school-acquired scientific knowledge; 2) compare, organize and interpret information presented in various formats (tables, charts, graphs, pictures); 3) identify causality relations and classify living beings according to a given criterion; 4) access information presented in different formats, which requires the use of much more complex skills than required in Level 1. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
3036,9,SABER.HLTH.GOAL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3037,9,LO.LLECE.SCI6.2.MA,"Percentage of 6th grade male students scoring at least 472.06 but lower than 590.29 points on the LLECE science scale. At Level 2, students can 1) apply school-acquired scientific knowledge; 2) compare, organize and interpret information presented in various formats (tables, charts, graphs, pictures); 3) identify causality relations and classify living beings according to a given criterion; 4) access information presented in different formats, which requires the use of much more complex skills than required in Level 1. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
3038,9,SABER.HLTH.GOAL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3039,9,SABER.HLTH.GOAL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3040,9,LO.PASEC.REA.6.MG.GAP,"Average difference in scores between students in multigrade classes and standard classes. Standard classes have one full-time teacher per class/grade, and multigrade classes have pupils from different grades in a single pedagogical group with a single teacher. See footnotes for the statistical significance of each data point. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/"
3041,9,LO.LLECE.SCI6.4.FE,"Percentage of 6th grade female students scoring at least 704.75 points on the LLECE science scale. At Level 4, students can 1) use and transfer scientific knowledge to diverse types of situations, which requires a high degree of formalization and abstraction and 2) identify the scientific knowledge involved in a problem that is more formally stated and may relate to aspects, dimensions or analyses detached from the immediate setting. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
3042,9,SABER.HLTH.GOAL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3043,9,UIS.AFR.CS.SG.1.G7.PU,
3044,9,LO.LLECE.SCI6.3.FE,"Percentage of 6th grade female students scoring at least 590.29 but lower than 704.75 points on the LLECE science scale. At Level 3, students can 1) explain everyday situations on the basis of scientific evidence; 2) use simple descriptive models to interpret natural phenomena; and 3) draw conclusions from the description of experimental activities. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
3045,9,LO.LLECE.SCI6.4.MA,"Percentage of 6th grade male students scoring at least 704.75 points on the LLECE science scale. At Level 4, students can 1) use and transfer scientific knowledge to diverse types of situations, which requires a high degree of formalization and abstraction and 2) identify the scientific knowledge involved in a problem that is more formally stated and may relate to aspects, dimensions or analyses detached from the immediate setting. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
3046,9,LO.LLECE.SCI6.P90,The 90th percentile score is the score below which 90 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
3047,9,LO.LLECE.SCI6.P75,The 75th percentile score is the score below which 75 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
3048,9,LO.LLECE.SCI6.P10,The 10th percentile score is the score below which 10 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
3049,9,UIS.AFR.NTP.3.PU.T,
3050,9,LO.LLECE.SCI6.P25,The 25th percentile score is the score below which 25 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
3051,9,LO.LLECE.SCI6.P50,The 50th percentile score is the score below which 50 percent of students scored. Scores were calculated on a scale with a mean of 500 and a standard deviation of 100 points. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
3052,9,LO.LLECE.SCI6.1.MA,"Percentage of 6th grade male students scoring at least 351.31 but lower than 472.06 points on the LLECE science scale. At Level 1, students can 1) relate scientific knowledge to daily situations that are of common occurrence in their context; 2) explain their immediate world based on their own experiences and observations, and establish a simple and lineal relation with previously acquired scientific knowledge; and 3) describe concrete and simple events involving cognitive processes such as remembering, evoking and identifying. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
3053,9,LO.LLECE.SCI6.3.MA,"Percentage of 6th grade male students scoring at least 590.29 but lower than 704.75 points on the LLECE science scale. At Level 3, students can 1) explain everyday situations on the basis of scientific evidence; 2) use simple descriptive models to interpret natural phenomena; and 3) draw conclusions from the description of experimental activities. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
3054,9,LO.LLECE.SCI6.1.FE,"Percentage of 6th grade female students scoring at least 351.31 but lower than 472.06 points on the LLECE science scale. At Level 1, students can 1) relate scientific knowledge to daily situations that are of common occurrence in their context; 2) explain their immediate world based on their own experiences and observations, and establish a simple and lineal relation with previously acquired scientific knowledge; and 3) describe concrete and simple events involving cognitive processes such as remembering, evoking and identifying. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/"
3055,9,SABER.HLTH.GOAL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3056,9,LO.PASEC.MAT.6.MG.GAP,"Average difference in scores between students in multigrade classes and standard classes. Standard classes have one full-time teacher per class/grade, and multigrade classes have pupils from different grades in a single pedagogical group with a single teacher. See footnotes for the statistical significance of each data point. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/"
3057,9,LO.LLECE.SCI6.0.MA,Percentage of 6th grade male students below the lowest proficiency level (scoring below 351.31) on the LLECE science scale. Students below Level 1 have not been able to acquire the abilities required in Level I. Data reflects country performance in the stated year according to LLECE reports. Consult the LLECE website for more detailed information: http://www.llece.org/
3058,8,SABER.SCH.ATNM.GOAL3.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3059,8,SABER.SCH.ATNM.GOAL5.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3060,8,SABER.SCH.ATNM.GOAL5.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3061,8,SABER.SCH.ATNM.GOAL3.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3062,8,SABER.SCH.ATNM.GOAL3.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3063,8,SABER.SCH.ATNM.GOAL1.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3064,8,SABER.SCH.ATNM.GOAL5.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3065,8,LO.PASEC.MAT.2.MG.GAP,"Average difference in scores between students in multigrade classes and standard classes. Standard classes have one full-time teacher per class/grade, and multigrade classes have pupils from different grades in a single pedagogical group with a single teacher. See footnotes for the statistical significance of each data point. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/"
3066,8,SABER.SCH.ATNM.GOAL3.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3067,8,SABER.SCH.ATNM.GOAL2.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3068,8,SABER.SCH.ATNM.GOAL3.LVL6,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3069,8,SABER.SCH.ATNM.GOAL5.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3070,8,LO.PASEC.REA.2.MG.GAP,"Average difference in scores between students in multigrade classes and standard classes. Standard classes have one full-time teacher per class/grade, and multigrade classes have pupils from different grades in a single pedagogical group with a single teacher. See footnotes for the statistical significance of each data point. Data were published for this indicator beginning with PASEC 2014. Consult the PASEC website for more detailed information: http://www.pasec.confemen.org/"
3071,7,UIS.AFR.GTCTR.3.F,
3072,7,UIS.AFR.GTCTR.3.M,
3073,7,UIS.AFR.GTCTR.3.T,
3074,7,UIS.AFR.TATTRR.2.PU.T,
3075,6,UIS.AFR.NTP.3.PU.M,
3076,6,UIS.AFR.NTP.3.PU.F,
3077,5,UIS.AFR.TATTRR.2.Pu.M,
3078,5,UIS.AFR.TATTRR.2.Pu.F,
3079,4,LO.EGRA.READ.0.ARB.2GRD,Share of students who scored zero percent on the reading comprehension assessment. The reading comprehension subtask follows the oral reading fluency subtask; students are required to respond to literal and inferential questions about the oral reading fluency subtask text they have just read. The questions are read aloud to the student by the assessor. Consult the EdData website and the specific country report for more information: www.eddataglobal.org.
3080,4,SABER.EMIS.GOAL4.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3081,4,SABER.SCH.FNNC.GOAL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3082,4,SABER.SCH.FNNC.GOAL2.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3083,4,SABER.SCH.FNNC.GOAL2.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3084,4,SABER.SCH.FNNC.GOAL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3085,4,SABER.SCH.FNNC.GOAL3.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3086,4,SABER.SCH.FNNC.GOAL3.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3087,4,SABER.SCH.FNNC.GOAL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3088,4,SABER.SCH.FNNC.GOAL4.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3089,4,SABER.SCH.FNNC.GOAL4.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3090,4,SABER.SCH.FNNC.GOAL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3091,4,SABER.SCH.FNNC.GOAL5.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3092,4,SABER.SCH.FNNC.GOAL5.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3093,4,SABER.SCH.FNNC.GOAL6,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3094,4,SABER.SCH.FNNC.GOAL6.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3095,4,SABER.SCH.FNNC.GOAL6.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3096,4,SABER.SCH.FNNC.GOAL1.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3097,4,SABER.SCH.FNNC.GOAL1.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3098,4,SABER.PRVT.GOAL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3099,4,SABER.EMIS.GOAL3.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3100,4,SABER.EMIS.GOAL4.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3101,4,SABER.EMIS.GOAL4.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3102,4,SABER.EMIS.GOAL4.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3103,4,SABER.EMIS.GOAL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3104,4,SABER.EMIS.GOAL3.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3105,4,LO.EGRA.READ.ARB.ADV.2GRD,Share of students who scored 80 percent or higher on the reading comprehension assessment. The reading comprehension subtask follows the oral reading fluency subtask; students are required to respond to literal and inferential questions about the oral reading fluency subtask text they have just read. The questions are read aloud to the student by the assessor. Users are discouraged from using these data to make direct comparisons across countries or languages. Consult the EdData website and the specific country report for more information: www.eddataglobal.org.
3106,4,SABER.EMIS.GOAL3.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3107,4,SABER.EMIS.GOAL2.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3108,4,SABER.EMIS.GOAL3.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3109,4,LO.EGRA.CWPM.ZERO.ARB.2GRD,"Percentage of students who were unable to read a single word of text on the oral reading fluency subtask. The oral reading fluency/paragraph reading subtask examines students' ability to read a narrative or informational text with accuracy, with little effort, and at a sufficient rate. Consult the EdData website and the specific country report for more information: www.eddataglobal.org."
3110,4,SABER.EMIS.GOAL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3111,4,SABER.EMIS.GOAL2.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3112,4,SABER.EMIS.GOAL2.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3113,4,SABER.EMIS.GOAL2.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3114,4,SABER.SCH.FNNC.GOAL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3115,4,LO.EGRA.NCWPM.ARB.2GRD,Average total number of invented/nonsense words correctly read per minute. The indicator measures students' ability to fluently decipher/decode randomly-presented “words” that follow linguistic rules but do not actually exist in the stated language. Skill in reading nonwords can be a purer measure of decoding than using real words because children cannot recognize the words by sight. Decoding is considered a self-teaching skill that enables children to read new and unfamiliar words independently. Users are discouraged from using these data to make direct comparisons across countries or languages. Consult the EdData website and the specific country report for more information: www.eddataglobal.org.
3116,4,LO.EGRA.ORF.ARB.2GRD,"Average total number of words correctly read per minute from a narrative or informational reading passage. The oral reading fluency/paragraph reading subtask examines students' ability to read a narrative or informational text with accuracy, with little effort, and at a sufficient rate. Assessors ask students to read the paragraph and stop them after one minute to record the number of words correctly read. Users are discouraged from using these data to make direct comparisons across countries or languages. Consult the EdData website and the specific country report for more information: www.eddataglobal.org ."
3117,4,SABER.EMIS.GOAL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3118,4,SABER.PRVT.GOAL4.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3119,4,SABER.PRVT.GOAL1.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3120,4,SABER.PRVT.GOAL1.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3121,4,SABER.PRVT.GOAL1.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3122,4,SABER.PRVT.GOAL1.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3123,4,SABER.EMIS.GOAL2.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3124,4,SABER.EMIS.GOAL1.LVL6,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3125,4,SABER.PRVT.GOAL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3126,4,SABER.EMIS.GOAL1.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3127,4,SABER.EMIS.GOAL1.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3128,4,SABER.EMIS.GOAL1.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3129,4,SABER.EMIS.GOAL1.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3130,4,SABER.EMIS.GOAL1.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3131,4,SABER.EMIS.GOAL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3132,4,SABER.PRVT.GOAL1.LVL6,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3133,4,SABER.PRVT.GOAL1.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3134,4,LO.EGRA.LSTN.0.ARB.2GRD,"Share of students scoring zero percent on the listening comprehension assessment. The listening comprehension subtask examines students' ability to respond correctly to questions about a brief passage read aloud to the student by the assessor in order to understand students’ ability to comprehend orally without having to overcome issues of decoding. Part of comprehension is understanding the meanings of the words, thus if students do not have enough vocabulary in the language, they will not be able to comprehend. Consult the EdData website and the specific country report for more information: www.eddataglobal.org."
3135,4,SABER.PRVT.GOAL4.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3136,4,SABER.PRVT.GOAL2.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3137,4,SABER.PRVT.GOAL2.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3138,4,SABER.PRVT.GOAL2.LVL5,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3139,4,SABER.PRVT.GOAL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3140,4,SABER.PRVT.GOAL3.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3141,4,SABER.PRVT.GOAL4.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3142,4,SABER.PRVT.GOAL2.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3143,4,SABER.PRVT.GOAL3.LVL3,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3144,4,SABER.PRVT.GOAL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3145,4,SABER.PRVT.GOAL4.LVL1,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3146,4,LO.EGRA.CLSPM.ARB.2GRD,"Average number of letter sounds that students could read per minute. In this EGRA subtask, assessors present students with a sheet listing between 50 and 100 upper- and lowercase letters of the alphabet (in some languages, graphemes, or sets of letters and/or symbols representing a single sound, are presented). Students are asked to provide the sounds of all the letters that they can in one minute. Users are discouraged from using these data to make direct comparisons across countries or languages. Consult the EdData website and the specific country report for more information: www.eddataglobal.org."
3147,3,SABER.HLTH.GOAL9,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3148,3,SABER.HLTH.GOAL8,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3149,3,SABER.PRVT.GOAL4.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3150,3,SABER.PRVT.GOAL3.LVL2,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3151,3,SABER.HLTH.GOAL7,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3152,3,UIS.AFR.GTC.UK.T,
3153,3,UIS.AFR.GTC.UK.F,
3154,3,SABER.PRVT.GOAL2.LVL4,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
3155,3,SABER.HLTH.GOAL6,"Data Interpretation: 1=Latent; 2=Emerging; 3=Established; 4=Advanced. For additional information, visit the SABER: (website: http://saber.worldbank.org/index.cfm"
